stock_number,gemstone,origin,price,carat,shape,cut,color,clarity,measurements,table,depth,symmetry,polish,girdle,culet,fluorescence,diamond_id
6556710A,"Natural, untreated diamond",Botswana Sort,"$4,790",1.10,Round,Super Ideal,F,SI2,6.59mm x 6.55mm x 4.11mm,56.0%,62.5%,Excellent,Excellent,Slightly Thick,None,None,17915506
6256922AB,"Natural, untreated diamond",Botswana Sort,"$4,800",1.10,Round,Super Ideal,D,SI2,6.70mm x 6.68mm x 4.01mm,59.0%,59.9%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Medium,17751088
6330013A,"Natural, untreated diamond",Botswana Sort,"$4,800",1.13,Round,Super Ideal,G,SI2,6.65mm x 6.60mm x 4.17mm,58.0%,62.9%,Excellent,Excellent,Medium - Slightly Thick,None,None,16555950
6565306AY,"Natural, untreated diamond",Botswana Sort,"$4,800",1.20,Round,Super Ideal,F,SI2,6.76mm x 6.72mm x 4.24mm,58.0%,62.9%,Excellent,Excellent,Thin - Slightly Thick,None,Strong,17848340
6585662A,"Natural, untreated diamond",Botswana Sort,"$4,810",1.20,Round,Very Good,I,SI2,6.65mm x 6.59mm x 4.24mm,57.0%,64.0%,Very Good,Excellent,Slightly Thick - Thick,None,None,17930860
6448626A,"Natural, untreated diamond",Botswana Sort,"$4,810",1.20,Round,Super Ideal,J,SI1,6.79mm x 6.73mm x 4.26mm,56.0%,63.1%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17893621
6487764A,"Natural, untreated diamond",Botswana Sort,"$4,810",1.12,Round,Super Ideal,I,SI2,6.62mm x 6.59mm x 4.15mm,57.0%,62.8%,Excellent,Excellent,"Slightly Thick, Faceted",None,None,17899122
5781723A,"Natural, untreated diamond",Botswana Sort,"$4,810",1.20,Round,Super Ideal,I,SI2,6.79mm x 6.73mm x 4.23mm,59.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,16375992
6371155A,"Natural, untreated diamond",Botswana Sort,"$4,810",1.20,Round,Very Good,F,SI2,6.64mm x 6.56mm x 4.28mm,59.0%,64.9%,Very Good,Very Good,Thin - Thick,None,Faint,17411575
5880379A,"Natural, untreated diamond",Canada,"$4,820",1.13,Round,Super Ideal,J,VVS2,6.67mm x 6.62mm x 4.12mm,58.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17641376
6418169A,"Natural, untreated diamond",Botswana Sort,"$4,820",1.09,Round,Super Ideal,H,SI2,6.55mm x 6.50mm x 4.10mm,58.0%,62.8%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17898084
5453518A,"Natural, untreated diamond",Botswana Sort,"$4,830",1.09,Round,Super Ideal,H,SI2,6.57mm x 6.55mm x 4.10mm,57.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,13315784
5839665A,"Natural, untreated diamond",Botswana Sort,"$4,830",1.09,Round,Ideal,G,SI2,6.55mm x 6.51mm x 4.08mm,58.0%,62.5%,Excellent,Very Good,"Medium - Slightly Thick, Faceted",None,Faint,17899219
6521606A,"Natural, untreated diamond",Botswana Sort,"$4,840",1.09,Round,Ideal,H,SI2,6.67mm x 6.63mm x 4.02mm,59.0%,60.4%,Excellent,Very Good,Medium,None,None,17928734
6024897AB,"Natural, untreated diamond",Canada,"$4,840",1.20,Round,Ideal,D,SI2,6.80mm x 6.75mm x 4.19mm,58.0%,61.8%,Very Good,Excellent,Medium,None,Strong,17649327
6055335A,"Natural, untreated diamond",Botswana Sort,"$4,840",1.12,Round,Super Ideal,J,VS2,6.64mm x 6.59mm x 4.13mm,56.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,16343245
6215225A,"Natural, untreated diamond",Botswana Sort,"$4,860",1.20,Round,Super Ideal,J,SI1,6.87mm x 6.83mm x 4.18mm,59.0%,61.1%,Excellent,Excellent,Thin - Slightly Thick,None,Strong,17601475
6257783A,"Natural, untreated diamond",Botswana Sort,"$4,860",1.20,Round,Very Good,H,SI2,6.67mm x 6.59mm x 4.27mm,55.0%,64.4%,Very Good,Excellent,Medium - Thick,None,Medium,16631353
5938264A,"Natural, untreated diamond",Botswana Sort,"$4,870",1.09,Round,Super Ideal,E,SI2,6.58mm x 6.54mm x 4.03mm,59.0%,61.4%,Excellent,Excellent,Slightly Thick,None,Faint,14864674
6585926AY,"Natural, untreated diamond",Botswana Sort,"$5,490",1.15,Round,Super Ideal,F,SI1,6.73mm x 6.69mm x 4.15mm,55.0%,61.8%,Excellent,Excellent,Slightly Thick,None,Faint,17839318
6589076A,"Natural, untreated diamond",Botswana Sort,"$5,490",1.20,Round,Very Good,G,SI2,6.77mm x 6.75mm x 4.17mm,58.0%,61.8%,Excellent,Excellent,Thin - Thick,None,None,17849002
6548241A,"Natural, untreated diamond",Botswana Sort,"$5,500",1.20,Round,Super Ideal,H,SI2,6.75mm x 6.71mm x 4.25mm,58.0%,63.1%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17895998
6139368A,"Natural, untreated diamond",Botswana Sort,"$5,500",1.09,Round,Super Ideal,G,SI1,6.54mm x 6.51mm x 4.14mm,56.0%,63.4%,Excellent,Excellent,Medium - Slightly Thick,None,None,15730923
5491248A,"Natural, untreated diamond",Canada,"$5,500",1.13,Round,Super Ideal,I,VS2,6.69mm x 6.65mm x 4.13mm,57.0%,61.8%,Excellent,Excellent,Medium - Slightly Thick,None,None,17640844
6200022A,"Natural, untreated diamond",Botswana Sort,"$5,510",1.09,Round,Super Ideal,F,SI1,6.54mm x 6.50mm x 4.07mm,59.0%,62.5%,Excellent,Excellent,Sl.Tk,None,Medium,17411346
6421351A,"Natural, untreated diamond",Botswana Sort,"$5,510",1.11,Round,Super Ideal,I,SI1,6.71mm x 6.66mm x 4.07mm,60.0%,60.9%,Excellent,Excellent,Medium - Slightly Thick,None,None,17872874
6606795A,"Natural, untreated diamond",Botswana Sort,"$5,510",1.20,Round,Very Good,H,SI2,6.74mm x 6.70mm x 4.24mm,58.0%,63.0%,Excellent,Excellent,Slightly Thick,Pointed,None,17933428
5708589A,"Natural, untreated diamond",Canada,"$5,520",1.13,Round,Super Ideal,I,VS2,6.67mm x 6.62mm x 4.12mm,58.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,None,17641591
6131140A,"Natural, untreated diamond",Botswana Sort,"$5,530",1.09,Round,Super Ideal,H,SI1,6.57mm x 6.52mm x 4.12mm,56.0%,62.9%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17895509
5663847A,"Natural, untreated diamond",Botswana Sort,"$5,530",1.09,Round,Super Ideal,H,SI1,6.56mm x 6.53mm x 4.13mm,58.0%,63.0%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17895114
5935128A,"Natural, untreated diamond",Botswana Sort,"$5,530",1.20,Round,Ideal,G,SI2,6.77mm x 6.68mm x 4.25mm,57.0%,63.2%,Very Good,Very Good,Thin - Slightly Thick,None,None,17076518
5882123A,"Natural, untreated diamond",Botswana Sort,"$5,530",1.20,Round,Super Ideal,H,SI2,6.79mm x 6.75mm x 4.24mm,57.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,None,17814690
6402695A,"Natural, untreated diamond",Botswana Sort,"$5,540",1.09,Round,Super Ideal,G,SI1,6.54mm x 6.50mm x 4.09mm,58.0%,62.7%,Excellent,Excellent,Slightly Thick,None,None,17747563
5911535A,"Natural, untreated diamond",Botswana Sort,"$5,540",1.16,Round,Ideal,I,VS1,6.68mm x 6.63mm x 4.17mm,58.5%,62.6%,Excellent,Excellent,Medium,Pointed,None,17904562
5867380A,"Natural, untreated diamond",Botswana Sort,"$5,540",1.20,Round,Super Ideal,I,SI1,6.89mm x 6.84mm x 4.13mm,59.0%,60.1%,Excellent,Excellent,Slightly Thick,None,None,17732955
6315739A,"Natural, untreated diamond",Botswana Sort,"$5,540",1.20,Round,Super Ideal,D,SI2,6.77mm x 6.72mm x 4.23mm,56.0%,62.7%,Excellent,Excellent,Slightly Thick,None,Strong,16619935
6188014A,"Natural, untreated diamond",Botswana Sort,"$5,550",1.20,Round,Super Ideal,J,VS1,6.79mm x 6.75mm x 4.25mm,57.0%,62.7%,Excellent,Excellent,Thin - Slightly Thick,None,Medium,16630922
6565162A,"Natural, untreated diamond",Botswana Sort,"$5,550",1.20,Round,Super Ideal,J,VS2,6.78mm x 6.74mm x 4.23mm,57.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17756438
6049361A,"Natural, untreated diamond",Botswana Sort,"$5,550",1.20,Round,Super Ideal,I,SI2,6.82mm x 6.77mm x 4.19mm,60.0%,61.7%,Excellent,Excellent,Medium - Slightly Thick,None,None,15436773
6537973A,"Natural, untreated diamond",Botswana Sort,"$5,550",1.09,Round,Super Ideal,J,VS2,6.56mm x 6.52mm x 4.11mm,57.0%,62.9%,Excellent,Excellent,Slightly Thick,None,None,17913079
5573515A,"Natural, untreated diamond",Botswana Sort,"$5,570",1.20,Round,Very Good,I,SI1,6.68mm x 6.62mm x 4.24mm,58.0%,63.7%,Very Good,Very Good,5,Pointed,Strong,16491183
6422890Y,"Natural, untreated diamond",Botswana Sort,"$5,570",1.20,Round,Super Ideal,H,SI2,6.77mm x 6.72mm x 4.18mm,60.0%,61.9%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17756604
6527574A,"Natural, untreated diamond",Botswana Sort,"$5,570",1.09,Round,Super Ideal,J,VS1,6.56mm x 6.53mm x 4.10mm,56.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,17921513
6342010A,"Natural, untreated diamond",Botswana Sort,"$5,570",1.09,Round,Super Ideal,G,SI2,6.59mm x 6.57mm x 4.09mm,56.0%,62.1%,Excellent,Excellent,Medium - Slightly Thick,None,None,16598113
6440827A,"Natural, untreated diamond",Botswana Sort,"$5,570",1.16,Round,Super Ideal,H,VS2,6.73mm x 6.69mm x 4.18mm,59.0%,62.3%,Excellent,Excellent,Medium,None,Strong,17889353
6592966A,"Natural, untreated diamond",Botswana Sort,"$5,580",1.20,Round,Super Ideal,J,VS1,6.78mm x 6.75mm x 4.20mm,60.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,17850881
6131038A,"Natural, untreated diamond",Botswana Sort,"$5,580",1.20,Round,Super Ideal,H,SI2,6.77mm x 6.72mm x 4.24mm,56.0%,62.9%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17893950
6330318A,"Natural, untreated diamond",Botswana Sort,"$5,580",1.20,Round,Super Ideal,I,SI1,6.77mm x 6.73mm x 4.23mm,56.0%,62.7%,Excellent,Excellent,Slightly Thick,None,None,16553648
6519609A,"Natural, untreated diamond",Botswana Sort,"$5,580",1.20,Round,Super Ideal,H,SI1,6.90mm x 6.87mm x 4.11mm,59.0%,59.6%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Strong,17896211
6446330A,"Natural, untreated diamond",Botswana Sort,"$5,580",1.20,Round,Super Ideal,F,SI2,6.77mm x 6.75mm x 4.22mm,57.0%,62.4%,Excellent,Excellent,Medium,None,Medium,17916527
6345371AY,"Natural, untreated diamond",Botswana Sort,"$5,580",1.10,Round,Super Ideal,D,SI1,6.60mm x 6.56mm x 4.09mm,59.0%,62.2%,Excellent,Excellent,Slightly Thick,None,Medium,16640170
6330046A,"Natural, untreated diamond",Botswana Sort,"$5,590",1.15,Round,Super Ideal,G,SI1,6.67mm x 6.62mm x 4.18mm,56.0%,62.9%,Excellent,Excellent,Medium - Slightly Thick,None,None,16555947
6523093A,"Natural, untreated diamond",Botswana Sort,"$5,590",1.20,Round,Ideal,E,SI2,6.77mm x 6.73mm x 4.26mm,55.0%,63.2%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17902966
6577957A,"Natural, untreated diamond",Botswana Sort,"$5,590",1.10,Round,Super Ideal,E,SI1,6.77mm x 6.72mm x 4.01mm,58.0%,59.4%,Excellent,Excellent,"Thin - Medium, Faceted",None,Medium,17892196
5826508A,"Natural, untreated diamond",Botswana Sort,"$5,600",1.12,Round,Super Ideal,F,SI2,6.64mm x 6.61mm x 4.11mm,57.0%,62.0%,Excellent,Excellent,"Slightly Thick, Faceted",None,Faint,17891982
6497356A,"Natural, untreated diamond",Botswana Sort,"$5,600",1.20,Round,Very Good,G,SI2,6.66mm x 6.62mm x 4.28mm,56.0%,64.4%,Excellent,Excellent,Slightly Thick - Thick,None,None,17464044
6246687A,"Natural, untreated diamond",Botswana Sort,"$5,610",1.20,Round,Super Ideal,I,SI1,6.79mm x 6.76mm x 4.25mm,58.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,None,17814384
5847218A,"Natural, untreated diamond",Botswana Sort,"$5,610",1.13,Round,Super Ideal,J,VS2,6.63mm x 6.58mm x 4.14mm,58.0%,62.6%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17898506
6578111A,"Natural, untreated diamond",Botswana Sort,"$5,610",1.09,Round,Super Ideal,H,SI1,6.57mm x 6.52mm x 4.14mm,58.0%,63.2%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17899002
6182171A,"Natural, untreated diamond",Botswana Sort,"$5,620",1.09,Round,Super Ideal,H,VS2,6.55mm x 6.50mm x 4.09mm,58.0%,62.7%,Excellent,Excellent,"Slightly Thick, Faceted",None,Strong,17898351
6511158A,"Natural, untreated diamond",Canada,"$5,620",1.12,Round,Super Ideal,E,SI2,6.62mm x 6.59mm x 4.12mm,57.0%,62.4%,Excellent,Excellent,Slightly Thick,None,None,17916106
6330851A,"Natural, untreated diamond",Botswana Sort,"$5,620",1.20,Round,Super Ideal,J,VS2,6.78mm x 6.76mm x 4.21mm,59.0%,62.2%,Excellent,Excellent,Medium - Slightly Thick,None,None,16555735
6131074A,"Natural, untreated diamond",Botswana Sort,"$5,620",1.20,Round,Super Ideal,I,SI1,6.81mm x 6.77mm x 4.23mm,58.0%,62.4%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Medium,17894115
5376991A,"Natural, untreated diamond",Canada,"$5,630",1.09,Round,Super Ideal,F,SI2,6.58mm x 6.55mm x 4.07mm,57.0%,62.0%,Excellent,Excellent,Medium - Slightly Thick,None,None,16167661
6608589A,"Natural, untreated diamond",Botswana Sort,"$5,630",1.15,Round,Super Ideal,J,VVS1,6.83mm x 6.79mm x 4.08mm,59.0%,60.0%,Excellent,Excellent,Medium,None,None,17932960
6103684A,"Natural, untreated diamond",Botswana Sort,"$5,640",1.20,Round,Super Ideal,H,SI2,6.92mm x 6.89mm x 4.16mm,57.0%,60.2%,Excellent,Excellent,Thin - Slightly Thick,None,None,16627169
6130426A,"Natural, untreated diamond",Botswana Sort,"$5,640",1.11,Round,Super Ideal,H,SI1,6.60mm x 6.55mm x 4.13mm,56.0%,62.8%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17872570
6494421A,"Natural, untreated diamond",Canada,"$5,650",1.10,Round,Super Ideal,G,SI1,6.60mm x 6.57mm x 4.13mm,57.0%,62.7%,Excellent,Excellent,Medium,None,None,17909564
6310463AY,"Natural, untreated diamond",Botswana Sort,"$5,650",1.10,Round,Super Ideal,H,SI1,6.60mm x 6.58mm x 4.09mm,59.0%,62.1%,Excellent,Excellent,Medium - Slightly Thick,None,None,17772160
6237569A,"Natural, untreated diamond",Botswana Sort,"$5,650",1.20,Round,Super Ideal,H,SI2,6.82mm x 6.78mm x 4.26mm,56.0%,62.7%,Excellent,Excellent,Thin - Slightly Thick,None,None,17556832
6583583A,"Natural, untreated diamond",Botswana Sort,"$5,650",1.14,Round,Super Ideal,H,SI1,6.67mm x 6.63mm x 4.18mm,59.0%,62.8%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,17818705
5569340A,"Natural, untreated diamond",Botswana Sort,"$5,660",1.10,Round,Super Ideal,D,SI1,6.62mm x 6.58mm x 4.11mm,57.0%,62.3%,Excellent,Excellent,Medium,None,Strong,16048986
6549438A,"Natural, untreated diamond",Botswana Sort,"$5,660",1.20,Round,Very Good,G,SI2,6.66mm x 6.61mm x 4.27mm,57.0%,64.4%,Very Good,Excellent,Medium - Thick,None,None,17692891
6071407A,"Natural, untreated diamond",Botswana Sort,"$5,660",1.20,Round,Super Ideal,J,VS1,6.78mm x 6.74mm x 4.24mm,57.0%,62.7%,Excellent,Excellent,Thin - Slightly Thick,None,Faint,17837966
6450329Y,"Natural, untreated diamond",Botswana Sort,"$5,660",1.20,Round,Super Ideal,H,SI2,6.79mm x 6.75mm x 4.16mm,59.0%,61.5%,Excellent,Excellent,Slightly Thick,None,None,17164517
5787933A,"Natural, untreated diamond",Botswana Sort,"$5,660",1.20,Round,Super Ideal,H,SI2,6.84mm x 6.79mm x 4.18mm,57.0%,61.4%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17900456
5832060A,"Natural, untreated diamond",Botswana Sort,"$5,660",1.20,Round,Super Ideal,H,SI2,6.79mm x 6.73mm x 4.20mm,59.0%,62.2%,Excellent,Excellent,"Slightly Thick, Faceted",None,None,17896771
5693667Y,"Natural, untreated diamond",Botswana Sort,"$5,670",1.20,Round,Very Good,J,VS1,6.61mm x 6.56mm x 4.29mm,56.0%,65.2%,Excellent,Excellent,Slightly Thick - Thick,None,Faint,16849569
5549169A,"Natural, untreated diamond",Botswana Sort,"$5,670",1.20,Round,Super Ideal,I,SI1,6.77mm x 6.74mm x 4.27mm,54.0%,63.3%,Excellent,Excellent,Medium - Slightly Thick,None,16993642
6212674A,"Natural, untreated diamond",Botswana Sort,"$5,680",1.09,Round,Super Ideal,J,VS2,6.56mm x 6.52mm x 4.09mm,57.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,None,None,16961398
6512853A,"Natural, untreated diamond",Botswana Sort,"$5,680",1.10,Round,Super Ideal,G,SI1,6.61mm x 6.60mm x 4.09mm,57.0%,62.0%,Excellent,Excellent,Medium - Sl.Tk,None,Faint,17504106
6323406A,"Natural, untreated diamond",Botswana Sort,"$5,680",1.20,Round,Ideal,D,SI2,6.81mm x 6.75mm x 4.20mm,56.0%,62.0%,Very Good,Excellent,Thin - Slightly Thick,MINOR,Medium,17741947
6607488AY,"Natural, untreated diamond",Botswana Sort,"$5,700",1.15,Round,Super Ideal,I,SI1,6.68mm x 6.65mm x 4.15mm,58.0%,62.3%,Excellent,Excellent,Slightly Thick,None,None,17929201
6098450A,"Natural, untreated diamond",Botswana Sort,"$5,700",1.20,Round,Super Ideal,G,SI2,6.82mm x 6.79mm x 4.23mm,59.0%,62.2%,Excellent,Excellent,Medium - Slightly Thick,None,None,17076330
6450330Y,"Natural, untreated diamond",Botswana Sort,"$5,700",1.20,Round,Super Ideal,H,SI2,6.78mm x 6.73mm x 4.25mm,57.0%,62.9%,Excellent,Excellent,Medium - Slightly Thick,None,None,17164542
6312050AY,"Natural, untreated diamond",Botswana Sort,"$5,710",1.10,Round,Super Ideal,H,SI1,6.58mm x 6.53mm x 4.10mm,58.0%,62.5%,Excellent,Excellent,Thin - Slightly Thick,None,None,17772181
6578084A,"Natural, untreated diamond",Botswana Sort,"$5,710",1.11,Round,Super Ideal,H,SI1,6.60mm x 6.55mm x 4.14mm,56.0%,62.9%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17899760
5864899A,"Natural, untreated diamond",Botswana Sort,"$5,710",1.13,Round,Super Ideal,I,SI1,6.65mm x 6.61mm x 4.17mm,57.0%,62.9%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17900069
6329424Y,"Natural, untreated diamond",Botswana Sort,"$5,710",1.20,Round,Super Ideal,I,VS2,6.76mm x 6.72mm x 4.22mm,58.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,17747039
6316160A,"Natural, untreated diamond",Botswana Sort,"$5,710",1.09,Round,Super Ideal,I,VS2,6.56mm x 6.52mm x 4.10mm,57.0%,62.7%,Excellent,Excellent,Medium - Slightly Thick,None,Strong,16502550
5891492A,"Natural, untreated diamond",Botswana Sort,"$5,710",1.20,Round,Super Ideal,J,VVS2,6.85mm x 6.79mm x 4.18mm,56.0%,61.3%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Faint,17897713
6243715A,"Natural, untreated diamond",Botswana Sort,"$5,710",1.20,Round,Super Ideal,G,SI1,6.77mm x 6.73mm x 4.24mm,56.0%,62.8%,Excellent,Excellent,Thin - Slightly Thick,None,Strong,16621796
5802723A,"Natural, untreated diamond",Botswana Sort,"$5,710",1.12,Round,Super Ideal,J,IF,6.61mm x 6.56mm x 4.11mm,58.0%,62.4%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Faint,17898042
5573501A,"Natural, untreated diamond",Botswana Sort,"$5,710",1.20,Round,Very Good,F,SI2,6.70mm x 6.61mm x 4.22mm,58.0%,63.4%,Very Good,Excellent,5,Pointed,None,15408356
6339740A,"Natural, untreated diamond",Botswana Sort,"$5,720",1.10,Round,Super Ideal,I,VS1,6.60mm x 6.58mm x 4.11mm,57.0%,62.4%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,Faint,17898547
6203519A,"Natural, untreated diamond",Botswana Sort,"$5,720",1.20,Round,Super Ideal,H,SI2,6.75mm x 6.71mm x 4.26mm,55.0%,63.2%,Excellent,Excellent,Thin - Slightly Thick,None,None,16629155
5991299A,"Natural, untreated diamond",Botswana Sort,"$5,720",1.13,Round,Super Ideal,H,SI1,6.74mm x 6.69mm x 4.08mm,61.0%,60.8%,Excellent,Excellent,"Slightly Thick - Slightly Thick, Faceted",None,None,17898906
5858934A,"Natural, untreated diamond",Botswana Sort,"$5,720",1.20,Round,Super Ideal,J,VS2,6.77mm x 6.74mm x 4.22mm,60.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,None,17901115
6306145A,"Natural, untreated diamond",Botswana Sort,"$5,720",1.20,Round,Super Ideal,H,SI1,6.77mm x 6.73mm x 4.22mm,59.0%,62.5%,Excellent,Excellent,Medium - Slightly Thick,Pointed,Medium,16466370
5573500A,"Natural, untreated diamond",Botswana Sort,"$5,730",1.20,Round,Very Good,E,SI2,6.65mm x 6.58mm x 4.24mm,57.0%,64.1%,Very Good,Good,5.5,Pointed,Strong,17389827
6167096A,"Natural, untreated diamond",Botswana Sort,"$5,730",1.20,Round,Very Good,I,SI1,6.65mm x 6.61mm x 4.26mm,56.0%,64.2%,Excellent,Excellent,Medium - Thick,None,None,16631806
5710104Y,"Natural, untreated diamond",Botswana Sort,"$5,740",1.20,Round,Ideal,G,SI2,6.78mm x 6.74mm x 4.24mm,55.5%,62.7%,Excellent,Excellent,"Thin - Medium, Faceted",Pointed,None,17108030
6074212A,"Natural, untreated diamond",Botswana Sort,"$5,740",1.15,Round,Ideal,D,SI1,6.70mm x 6.69mm x 4.13mm,57.0%,61.7%,Excellent,Very Good,Slightly Thick,None,Medium,15520660
6278377A,"Natural, untreated diamond",Botswana Sort,"$5,740",1.20,Round,Super Ideal,J,VS2,6.79mm x 6.73mm x 4.25mm,57.0%,62.9%,Excellent,Excellent,"Medium - Slightly Thick, Faceted",None,None,17893140
6191726A,"Natural, untreated diamond",Canada,"$5,740",1.20,Round,Super Ideal,I,SI1,6.82mm x 6.78mm x 4.15mm,59.0%,61.0%,Excellent,Excellent,Medium - Slightly Thick,None,Medium,16623837
6150232A,"Natural, untreated diamond",Botswana Sort,"$5,740",1.11,Round,Super Ideal,G,SI1,6.59mm x 6.55mm x 4.12mm,58.0%,62.8%,Excellent,Excellent,"Slightly Thick, Faceted",None,Faint,17892544
6449992A,"Natural, untreated diamond",Botswana Sort,"$5,750",1.20,Round,Super Ideal,H,SI2,6.78mm x 6.73mm x 4.22mm,60.0%,62.4%,Excellent,Excellent,Slightly Thick,None,17593634
6347454A,"Natural, untreated diamond",Botswana Sort,"$5,760",1.20,Round,Super Ideal,F,SI2,6.87mm x 6.83mm x 4.15mm,60.0%,60.5%,Excellent,Excellent,Slightly Thick,Faint,17588688
6544052Y,"Natural, untreated diamond",Botswana Sort,"$5,760",1.09,Round,Super Ideal,E,SI1,6.60mm x 6.55mm x 4.06mm,59.0%,61.8%,Excellent,Excellent,Medium - Slightly Thick,Pointed,None,17870515
6487612AY,"Natural, untreated diamond",Botswana Sort,"$5,770",1.11,Round,Super Ideal,J,VS1,6.61mm x 6.59mm x 4.15mm,56.0%,62.8%,Excellent,Excellent,"Medium, Faceted",None,None,17925512
5910138A,"Natural, untreated diamond",Botswana Sort,"$5,770",1.10,Round,Super Ideal,I,VS2,6.60mm x 6.57mm x 4.10mm,58.0%,62.3%,Excellent,Excellent,Medium - Slightly Thick,None,None,16090832
5914022Y,"Natural, untreated diamond",Canada,"$5,780",1.20,Round,Super Ideal,G,SI2,6.79mm x 6.73mm x 4.26mm,56.0%,63.0%,Excellent,Excellent,Medium - Slightly Thick,None,None,16492592
6349277A,"Natural, untreated diamond",Botswana Sort,"$5,780",1.17,Round,Super Ideal,I,VVS2,6.71mm x 6.67mm x 4.20mm,57.0%,62.8%,Excellent,Excellent,"Slightly Thick, Faceted",None,Strong,17899558
6254596AY,"Natural, untreated diamond",Botswana Sort,"$5,790",1.10,Round,Super Ideal,J,VVS1,6.57mm x 6.54mm x 4.12mm,58.0%,62.9%,Excellent,Excellent,Slightly Thick,None,Faint,17758363
6523236A,"Natural, untreated diamond",Botswana Sort,"$5,790",1.16,Round,Super Ideal,F,SI1,6.71mm x 6.66mm x 4.17mm,58.0%,62.4%,Excellent,Excellent,Slightly Thick,None,Strong,17568285
6254598AY,"Natural, untreated diamond",Botswana Sort,"$5,790",1.10,Round,Super Ideal,J,VVS1,6.60mm x 6.56mm x 4.12mm,57.0%,62.6%,Excellent,Excellent,Medium - Slightly Thick,None,Faint,17758404
